iter	MultiClass
0	0.9125749177
1	0.7725870574
2	0.6632181965
3	0.5743655359
4	0.5017715177
5	0.4405665978
6	0.390159705
7	0.3456376569
8	0.3068924544
9	0.2733205976
10	0.2438860759
11	0.2180084987
12	0.1950591131
13	0.1749363105
14	0.1575743514
15	0.1418435224
16	0.1276359573
17	0.1149183288
18	0.103534956
19	0.09349810443
20	0.08457600552
21	0.07646039663
22	0.06902136516
23	0.06246055895
24	0.05643623831
25	0.05107596932
26	0.04633871016
27	0.04200183095
28	0.03805460084
29	0.03445768328
30	0.03129906114
31	0.02837512313
32	0.02573513536
33	0.02342648874
34	0.02128451117
35	0.01930289146
36	0.01754385741
37	0.01594186679
38	0.01453474866
39	0.01323659907
40	0.01204379268
41	0.01100600572
42	0.01003844159
43	0.009175703802
44	0.008377293347
45	0.007654535522
46	0.006999030245
47	0.006420659347
48	0.005880174022
49	0.005401997526
50	0.004949589497
51	0.004549287241
52	0.004174514665
53	0.003842339984
54	0.003553199903
55	0.003272296491
56	0.003021448926
57	0.002798108546
58	0.002589835661
59	0.002395643835
60	0.002225413327
61	0.002086813159
62	0.001950216181
63	0.001830084887
64	0.001711164269
65	0.001596105166
66	0.001502861449
67	0.001412113699
68	0.001326729046
69	0.001256783526
70	0.001196704556
71	0.001131432023
72	0.001076950157
73	0.00101885591
74	0.000965584765
75	0.0009133925148
76	0.0008690342779
77	0.0008267852506
78	0.0007896114173
79	0.0007509437312
80	0.0007194374244
81	0.0006909624446
82	0.0006683371969
83	0.0006407551658
84	0.0006167222939
85	0.0005949964882
86	0.0005774550995
87	0.0005574242558
88	0.0005396360056
89	0.0005256094504
90	0.0005092746534
91	0.0004927014442
92	0.0004759421293
93	0.0004609821464
94	0.0004465356786
95	0.0004352280994
96	0.0004222988446
97	0.0004085469697
98	0.0003956047189
99	0.0003838119881
100	0.0003753086534
101	0.0003683665292
102	0.0003588438972
103	0.0003498354251
104	0.0003445539218
105	0.0003365236374
106	0.0003271785545
107	0.0003195348722
108	0.0003112353587
109	0.0003049858382
110	0.0002988127685
111	0.0002925174483
112	0.0002865661136
113	0.0002799908929
114	0.0002735279916
115	0.0002686679446
116	0.0002627014916
117	0.0002572536792
118	0.0002517758426
119	0.000246529991
120	0.0002415021121
121	0.0002366792507
122	0.0002328802435
123	0.0002285003126
124	0.0002241763595
125	0.0002200175213
126	0.0002160146679
127	0.0002122404711
128	0.0002085167989
129	0.0002049986914
130	0.00020152646
131	0.0001981740995
132	0.000194935547
133	0.0001918051327
134	0.0001887775491
135	0.0001858478236
136	0.0001830112932
137	0.0001802635815
138	0.0001776005773
139	0.0001750184156
140	0.0001725134596
141	0.0001700822848
142	0.0001677216636
143	0.0001654285522
144	0.0001632000772
145	0.0001610335248
146	0.0001589263298
147	0.0001568760653
148	0.0001548804343
149	0.0001529372609
150	0.0001510444826
151	0.0001493198097
152	0.000147516783
153	0.00014585376
154	0.0001441347564
155	0.0001424577171
156	0.0001408211038
157	0.0001393287899
158	0.0001377643201
159	0.0001362829968
160	0.0001348933964
161	0.0001334276642
162	0.0001319949926
163	0.0001305942577
164	0.000129301543
165	0.0001279999291
166	0.0001266833703
167	0.0001254344657
168	0.0001241711203
169	0.0001229342269
170	0.0001216503213
171	0.0001204644103
172	0.0001193025386
173	0.0001181639691
174	0.0001170778779
175	0.0001159821277
176	0.0001149655435
177	0.0001139095763
178	0.0001128737902
179	0.0001118576006
180	0.0001108604455
181	0.0001098817843
182	0.0001089210969
183	0.0001079778825
184	0.000107051659
185	0.0001061419619
186	0.0001052858359
187	0.0001045475224
188	0.0001036797292
189	0.0001028636026
190	0.0001020760807
191	0.0001012640271
192	0.0001004497026
193	9.966292226e-05
194	9.894717017e-05
195	9.820271833e-05
196	9.743703888e-05
197	9.668381838e-05
198	9.597307728e-05
199	9.524267956e-05
200	9.4623127e-05
201	9.391326437e-05
202	9.324239428e-05
203	9.255343484e-05
204	9.187510876e-05
205	9.124429857e-05
206	9.060339529e-05
207	8.995339803e-05
208	8.931314949e-05
209	8.868242607e-05
210	8.806101105e-05
211	8.748209985e-05
212	8.688390617e-05
213	8.628750694e-05
214	8.569966935e-05
215	8.512566837e-05
216	8.455384422e-05
217	8.406728058e-05
218	8.35096962e-05
219	8.295984922e-05
220	8.242172327e-05
221	8.189077395e-05
222	8.136685784e-05
223	8.091684451e-05
224	8.047355977e-05
225	7.999318054e-05
226	7.949262612e-05
227	7.899852893e-05
228	7.853653986e-05
229	7.80540136e-05
230	7.757270448e-05
231	7.71020924e-05
232	7.663269694e-05
233	7.623826068e-05
234	7.577940763e-05
235	7.539488408e-05
236	7.516458275e-05
237	7.471849001e-05
238	7.427796445e-05
239	7.387257616e-05
240	7.350990874e-05
241	7.318083301e-05
242	7.275795389e-05
243	7.234022253e-05
244	7.192944735e-05
245	7.152350217e-05
246	7.118463497e-05
247	7.081565466e-05
248	7.045184305e-05
249	7.006172487e-05
250	6.973958429e-05
251	6.935763369e-05
252	6.897972681e-05
253	6.860609647e-05
254	6.823666956e-05
255	6.789745185e-05
256	6.753257446e-05
257	6.71746407e-05
258	6.687932283e-05
259	6.658751973e-05
260	6.623941818e-05
261	6.589537907e-05
262	6.561269696e-05
263	6.542556555e-05
264	6.51481205e-05
265	6.487386278e-05
266	6.454319368e-05
267	6.427467795e-05
268	6.411237099e-05
269	6.378926642e-05
270	6.362952435e-05
271	6.347086003e-05
272	6.315426061e-05
273	6.289879626e-05
274	6.26461333e-05
275	6.233760436e-05
276	6.209001495e-05
277	6.178696301e-05
278	6.157386927e-05
279	6.133338055e-05
280	6.109543998e-05
281	6.083306198e-05
282	6.057197318e-05
283	6.043027219e-05
284	6.028985336e-05
285	6.000336066e-05
286	5.975195475e-05
287	5.960098152e-05
288	5.937936115e-05
289	5.913481419e-05
290	5.891780422e-05
291	5.867613886e-05
292	5.840396971e-05
293	5.816886295e-05
294	5.790128813e-05
295	5.769455285e-05
296	5.743134731e-05
297	5.722836054e-05
298	5.702732442e-05
299	5.677007813e-05
300	5.657256012e-05
301	5.635205258e-05
302	5.61007953e-05
303	5.585191167e-05
304	5.56053673e-05
305	5.541650068e-05
306	5.517381006e-05
307	5.498821566e-05
308	5.474928669e-05
309	5.456687951e-05
310	5.438612796e-05
311	5.427505184e-05
312	5.415297975e-05
313	5.397576592e-05
314	5.37773381e-05
315	5.36580486e-05
316	5.346371939e-05
317	5.329234524e-05
318	5.310157195e-05
319	5.287774255e-05
320	5.27107817e-05
321	5.254525966e-05
322	5.232601879e-05
323	5.210873127e-05
324	5.192575222e-05
325	5.171182156e-05
326	5.161296332e-05
327	5.145481313e-05
328	5.127820953e-05
329	5.112280584e-05
330	5.091513809e-05
331	5.074282836e-05
332	5.059123259e-05
333	5.044087525e-05
334	5.027153154e-05
335	5.012368448e-05
336	4.995834567e-05
337	4.985777176e-05
338	4.969335021e-05
339	4.953169033e-05
340	4.937148376e-05
341	4.921270915e-05
342	4.905359248e-05
343	4.896744965e-05
344	4.88294749e-05
345	4.867526824e-05
346	4.853950556e-05
347	4.835057767e-05
348	4.825775469e-05
349	4.816539294e-05
350	4.801614355e-05
351	4.788472928e-05
352	4.770056274e-05
353	4.755463449e-05
354	4.740994311e-05
355	4.732982698e-05
356	4.71869427e-05
357	4.700771268e-05
358	4.682995979e-05
359	4.668815057e-05
360	4.656497897e-05
361	4.644270105e-05
362	4.635817925e-05
363	4.622002413e-05
364	4.614454443e-05
365	4.606939007e-05
366	4.593523666e-05
367	4.580028857e-05
368	4.566637787e-05
369	4.553525336e-05
370	4.541993155e-05
371	4.528886754e-05
372	4.515879547e-05
373	4.505029906e-05
374	4.492378945e-05
375	4.476018498e-05
376	4.463543924e-05
377	4.451166382e-05
378	4.435088807e-05
379	4.422881962e-05
380	4.412141518e-05
381	4.400106919e-05
382	4.387954935e-05
383	4.375891385e-05
384	4.368588321e-05
385	4.353057312e-05
386	4.337647739e-05
387	4.327383231e-05
388	4.321010877e-05
389	4.309354165e-05
390	4.303050188e-05
391	4.287974065e-05
392	4.276694745e-05
393	4.266780222e-05
394	4.255653479e-05
395	4.249453156e-05
396	4.234724485e-05
397	4.223782334e-05
398	4.217036063e-05
399	4.206026942e-05
400	4.191583229e-05
401	4.180718578e-05
402	4.170103102e-05
403	4.164186929e-05
404	4.153683859e-05
405	4.143070538e-05
406	4.132709201e-05
407	4.122234535e-05
408	4.111830484e-05
409	4.101673139e-05
410	4.096002986e-05
411	4.085950633e-05
412	4.075967836e-05
413	4.065861807e-05
414	4.056010025e-05
415	4.046032521e-05
416	4.036309105e-05
417	4.02665169e-05
418	4.016860007e-05
419	4.007132058e-05
420	3.99746721e-05
421	3.984268166e-05
422	3.974722592e-05
423	3.96167735e-05
424	3.952419477e-05
425	3.943047e-05
426	3.933734166e-05
427	3.925699717e-05
428	3.916663766e-05
429	3.907513886e-05
430	3.898590395e-05
431	3.885993688e-05
